Country Name,Country Code,Series Name,Series Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226.005421253526,85.0047512387157,22.5650526933696,7.79321853789214,12.7254778087103,33.1802743753956,20.6428588670597,0.389437653561604,0.0500181363468265,3.10758827031434,7.7705258343155,0.484002611818489,2.28001916938101,2.36658195679796,2.37072831904283,2.93268248162319,3.36313757366391,2.23139683475867,3.62233541062328,3.42912324722163,2.03159593996543,1.93761754903872,1.62586504402605,1.89617402592348,1.27543168367409,1.98666133171194,2.02805963071135,1.41109078954244,..
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,..,-2.13957198592792,-0.0177190999887955,-0.0167551715144612,-0.0283602569953842,0.35122234732161,-2.41730042856717,-0.000306092834449601,-0.000578580125704775,0.00367916143216007,-0.431368813098928,35.5142469578391,232.984658871868,125.650814200424,35.8424752156681,9.97066268022495,38.1721119122412,11.2396818167848,6.73024515556058,2.10347859903513,5.6437820728261,3.81393291822263,3.64414991674873,5.19710539886991,3.15694393888282,3.30349111296087,2.48066573879642,4.38989968361267,4.11718573134389,2.42264589808883,4.49310668166341,2.31478550447697,1.04242472953734,0.288751645229254,1.54987861943484,0.563958924921181,-0.632442858667801,1.45111572468173,1.35940039453163,0.363243318292405,..
Albania,ALB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,5323398063.85534,5629261101.74622,5795245314.54426,5859279197.3914,5785944655.55332,5888971729.57823,6220947386.67305,6171936109.61493,6084292169.38809,6682776548.1368,6042857912.55639,4350728279.80877,4038036612.66906,4424049156.84258,4791372056.26117,5429694612.20147,5923796791.7011,5276919124.81347,5742875711.85154,6483126460.62459,6933706092.26578,7508515182.79876,7849398816.77983,8283474557.11024,8739893896.95844,9223202583.88038,9767379279.88863,10351466806.2388,11127823665.7504,11500613161.6647,11926928505.5231,12230507222.1843,12403877841.0321,12528163103.1195,12750473701.7819,13033375121.5884,13465406059.6498,13977387390.5945,14546448944.4056,14872299622.2198,..
Albania,ALB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,1992.29193141135,2064.98366201803,2081.41762946956,2060.25372979627,1992.11089530965,1986.32191372469,2058.12060889689,2001.53265726801,1936.2322073095,2070.28951506789,1838.66748471688,1331.80531341432,1243.60582446625,1370.82607057959,1493.78590178292,1703.28184475531,1869.86587314624,1676.12710708271,1835.6466813013,2085.42599716821,2244.62463172571,2453.62441365203,2572.72143217486,2725.17138911963,2887.37034243453,3062.67388299547,3263.90171311883,3485.32240934607,3775.58131429173,3928.45039149695,4094.3503344202,4209.87480089435,4276.60790388367,4327.37995998728,4413.29689127908,4524.3730858712,4681.82656299266,4864.31061630449,5074.85722194352,5210.68829038413,..
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,1857338011.85488,1897050133.42015,2097326250,2080796250,2051236250,2253090000,2028553750,1099559027.77778,652174990.837304,1185315468.46295,1880951520.3972,2392764853.42107,3199642579.96974,2258515610.08862,2545967253.2416,3212119044.17089,3480355188.60063,3922099470.97313,4348070165.19261,5611492282.86582,7184681398.5698,8052075642.10781,8896073938.31407,10677321490.3807,12881354103.8398,12044223352.5413,11926928505.5231,12890765324.2256,12319830252.4768,12776217194.7928,13228144008.3428,11386846319.1589,11861200797.4706,13019693450.8816,15147020535.3869,15279183289.9372,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,639.484735848211,639.865909445734,693.873474633887,674.793383069492,652.774321396566,697.995596576519,617.230435515505,336.586994504629,200.852219772323,367.279225077581,586.416339644261,750.604449178826,1009.97766752106,717.380567391734,813.790263555599,1033.2416930932,1126.68331762741,1281.65939343074,1425.12484888368,1846.11881331912,2373.57984371994,2673.78728253113,2972.74326462176,3595.03716321514,4370.54012699014,4114.14011404922,4094.3503344202,4437.14288515077,4247.62998374252,4413.06086120676,4578.6319939825,3952.80121524465,4124.05572595352,4531.02080555986,5284.38018438156,5353.2448564014,..
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,5.7456352920068,2.9485968015687,1.104938261827,-1.25159664469855,1.78064395977269,5.63724317825185,-0.787842655012938,-1.42003965482249,9.83654897047623,-9.57564016948643,-28.002141656046,-7.18711091636951,9.55941169434753,8.30286659112861,13.3223333200803,9.09999944360231,-10.9199840851035,8.83008770869769,12.8898967331889,6.95003613422918,8.29007002725658,4.53996064044722,5.5300507779332,5.5099986931984,5.52991480926491,5.90008395738064,5.97998203625438,7.49996956029166,3.35006652793865,3.70689230100683,2.54532184477017,1.41752599216287,1.00198715014967,1.77448678495493,2.21875223166761,3.31480475341897,3.80219748796804,4.07130129479023,2.24007026773023,..
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,3.64864854696172,0.795840071464539,-1.01680217240636,-3.30749720294656,-0.290595347809159,3.61465554380214,-2.74949637957361,-3.26252233364251,6.9236172837285,-11.1879052985212,-27.5668208371351,-6.62255121373249,10.2299493626078,8.96976165264667,14.0244959282552,9.78017988648612,-10.3611049779492,9.51715258016593,13.6071564539776,7.63386640301194,9.31112396132056,4.85392213495182,5.92563015327659,5.95188082344076,6.0713909118125,6.57033160600662,6.78392659121043,8.32803599940446,4.048888488418,4.2230377474626,2.82155792832297,1.5851564748466,1.18720390657059,1.98542610277399,2.51685298606618,3.48011700478818,3.89771066605221,4.32839557846702,2.6765495559812,..
Albania,ALB,"Population, total",SP.POP.TOTL,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,..
Albania,ALB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.5699996948242,74.2099990844727,74.879997253418,73.629997253418,72.4400024414063,70.6900024414063,69.8099975585938,71.3000030517578,70.4899978637695,69.2600021362305,68.5899963378906,67.5800018310547,66.9599990844727,66.0299987792969,65.0800018310547,64.1600036621094,63.4700012207031,62.8699989318848,62.3400001525879,62.1599998474121,62.1399993896484,68.1900024414063,64.4300003051758,60.5200004577637,61.1800003051758,64.25,65.4000015258789,65.8199996948242,68.3199996948242,69.6100006103516,..
Albania,ALB,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.1,..,..,..,..,..,40.4,..,..,39.2,..,..,39,..,..,..,37.8,..,41.7,40.8,41.1,40.7,..,..,..
Albania,ALB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.2,..,..,..,..,..,8.4,..,..,8.4,..,..,8.9,..,..,..,8.9,..,7,7.7,7.3,7.5,..,..,..
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.62664165105633,3.65630712983235,6.17283950622714,4.699612403417,8.2303166526514,9.43073540174554,11.989283322105,17.5239234455033,11.3486005086091,9.51782449754965,14.6548426360635,6.54250963007668,5.96716393032723,8.11639795517099,10.4822870444468,12.3716091651298,7.44126091287252,5.9115449637349,9.30436125843164,16.6525343885433,25.8863869348513,31.6696619117149,20.5403261235826,29.0476561173071,29.7796264864999,18.679075860175,5.73352275357186,4.95016163793115,2.64551113392798,0.339163189071755,4.22598834854679,1.41830192345045,4.268953958395,3.96180030257191,1.38244656662119,2.31149918514421,3.67899574741703,4.85859062814938,5.73706036145632,3.91106195534027,4.52421150505276,8.89145091062314,3.25423910998847,2.91692692067457,4.78444700693894,6.39769480268749,5.59111590961673,4.26999020467078,1.95176821052894,..
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,17.1519638474547,-4.60646101664459,9.62761164430064,48.8965904249799,5.91402210943464,10.8405927248128,11.9270994206397,10.085121070099,13.9878379203217,25.8620387617004,14.3539994924117,1.93979420661195,6.80479588778471,8.43350556167162,4.97252640197206,2.40534325317709,8.84202042193591,9.06096347663976,16.0113735159791,30.2595985377661,53.7886041742919,21.9261145242628,13.624424659754,29.0776473227651,28.5770375315744,24.0219040669765,7.00196304791938,-3.13108869814033,10.8563363127089,22.6779794405994,-0.473354279293076,1.32033667328699,8.3308261193382,12.2476105690246,16.1253811304604,10.5466880492276,6.39535886274479,15.3105126962638,-11.1615824025078,16.119998298777,18.2279745698348,7.45834388976449,-0.0933043780076446,-0.300581013292714,-6.45570919995106,1.54894437629342,6.3907905896063,7.06488916569867,-0.91006568982128,..
Algeria,DZA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,34727175507.3579,44250745519.8448,45938104459.2864,49381127583.0335,51872574162.0056,56223000638.7484,59179535472.0295,64632832434.5288,69465963538.4176,70015166290.0009,72115618539.3069,76731021093.9576,80874498553.0107,85403467665.417,88563393624.877,88917648087.2763,88295226750.6085,87412269635.4034,91258411387.7932,91988479208.1776,90884616918.8045,92520542116.5309,90577610030.9036,89762414663.6235,93173381743.8492,96993488969.6794,98060417289.3,103061502110.79,106359471777.372,110401131704.913,113713165656.06,120081102932.799,128726942343.962,134262200864.751,142183670715.772,144600793117.941,149517220083.95,153105633365.965,155555323499.821,161155315145.814,165828819285.043,171466999140.734,176268075116.674,182966261971.108,189736013664.039,195807566101.288,198353064460.605,200733301234.133,202339167644.005,..
Algeria,DZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2335.03172064468,2894.85636977682,2924.16398395822,3057.83956511514,3123.40374032403,3290.62714933578,3365.7429666925,3570.42772625973,3725.15297574636,3642.51308562504,3637.73827583161,3751.59579281012,3832.57405102678,3924.14700550884,3948.17046245396,3848.85078713185,3713.89635753525,3576.0994802989,3634.89686757701,3571.13812753881,3442.53666453569,3423.09553749392,3277.57995575272,3181.51037374949,3239.93595973574,3314.15795584321,3296.92655497958,3413.45152253384,3473.14311730617,3556.48141008253,3615.50689280206,3769.60263839623,3989.78167456728,4106.86196764501,4289.13588287407,4298.34976728519,4376.07465138994,4408.37757190905,4402.44091782107,4479.34171958005,4523.24843737859,4586.65518491252,4621.59058905917,4700.640562933,4775.87329508677,4828.62605944022,4792.38724221245,4753.51098744717,4699.76340456603,..
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,5077222366.97472,6761786386.54713,8715105930.49101,13209713643.3219,15557934268.4965,17728347374.994,20971901273.271,26364491313.4471,33243422157.6311,42345277342.0195,44348672667.8715,45207088715.6483,48801369800.3675,53698278905.9678,57937868670.1937,63696301892.8116,66742267773.1959,59089067187.3943,55631489801.5508,62045099642.7774,45715367087.1001,48003298223.1178,49946455210.966,42542571305.5136,41764052457.8814,46941496779.8499,48177862501.9495,48187747528.899,48640580406.7654,54790233855.966,54744725765.7191,56760246981.7525,67863841333.4195,85325003122.0947,103198251003.394,117027321306.159,134845573817.762,171008067513.162,137206139022.712,161155315145.814,200254371997.255,209021250805.932,209724351221.97,213860450595.829,166361491140.753,159994837855.12,170163165960.516,175405660377.358,171091289782.245,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,341.388987340498,442.351878193504,554.755124929209,817.988308478181,936.790025769149,1037.60703844052,1192.74388765763,1456.41939597215,1782.69798137911,2202.99736479746,2237.08632490354,2210.30192760168,2312.65561948251,2467.34642199031,2582.87958916856,2757.13052415538,2807.33029744222,2417.3766834056,2215.84755797478,2408.68881482248,1731.61127444317,1776.03667438071,1807.32854846258,1507.86531803627,1452.26944487837,1603.93792062434,1619.80622391421,1596.00371429844,1588.34652183253,1765.02219817503,1740.60701070604,1781.82554584109,2103.38182192144,2609.9528233141,3113.09533085084,3478.71092859121,3946.6644517917,4923.84318504191,3883.13242529774,4479.34171958005,5462.26089723183,5591.21235322404,5498.78409497823,5494.3523360423,4187.50972747204,3945.48208133854,4111.29411013269,4153.73397805915,3973.96407191565,..
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-11.3317191681949,27.423969480239,3.8131762970748,7.49491770344707,5.04534161311486,8.3867564836012,5.25858598739291,9.21483570123117,7.47782655012782,0.790606972981195,2.99999608742769,6.4000041158006,5.40000302352202,5.59999652973147,3.69999725519294,0.400001002558412,-0.699997525864404,-1.0000054903297,4.40000216037417,0.800000579981685,-1.20000058580708,1.80000230312683,-2.10000075786436,-0.899996552130204,3.79999478958757,4.09999846987672,1.09999993912393,5.10000360974934,3.2000015515371,3.80000000000086,2.99999999999967,5.5999999999997,7.20000000000044,4.29999999999957,5.89999999999995,1.70000000000063,3.39999999999938,2.40000000000033,1.60000000000007,3.59999999999978,2.90000000000026,3.39999999999982,2.8,3.79999999999998,3.70000000000022,3.19999999999973,1.29999999999994,1.2000000000002,0.799999999999784,..
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-13.7598310808487,23.9750340084276,1.01240305002266,4.57141192799911,2.14413391588208,5.35388386883349,2.28272040397786,6.08141386887809,4.3335213971329,-2.21842943523032,-0.131085590667453,3.12989853434344,2.15850168005448,2.38933294602688,0.612195641789199,-2.51558731484907,-3.50635649601718,-3.71030486504461,1.64417650017923,-1.75407287637006,-3.60113382373585,-0.564732606686349,-4.25099387812405,-2.93111330006197,1.83641035617316,2.29084762877585,-0.519932999368478,3.53435133027939,1.74871663998375,2.39950644017823,1.65965953181109,4.26207860095505,5.84090837395858,2.93450375553266,4.43827712411719,0.214819130536625,1.80824940530226,0.738171148630968,-0.13466755038877,1.74677646320431,0.980204694065236,1.40179670455332,0.761674962215665,1.7104495162547,1.60047829963881,1.10456792075536,-0.750499557879863,-0.811208543893287,-1.13069230350092,..
Algeria,DZA,"Population, total",SP.POP.TOTL,14872250,15285990,15709825,16149025,16607707,17085801,17582904,18102266,18647815,19221665,19824301,20452902,21101875,21763575,22431502,23102389,23774284,24443467,25106190,25758869,26400479,27028326,27635515,28213774,28757785,29266405,29742979,30192754,30623406,31042235,31451514,31855109,32264157,32692163,33149724,33641002,34166972,34730608,35333881,35977455,36661444,37383887,38140132,38923687,39728025,40551404,41389198,42228429,43053054,..
Algeria,DZA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.6500015258789,46.8699989318848,46.939998626709,47.1800003051758,47.3699989318848,47.3600006103516,47.3600006103516,47.0200004577637,46.7099990844727,46.4199981689453,46.1599998474121,45.9300003051758,45.7299995422363,45.560001373291,45.4099998474121,45.2900009155273,45.2000007629395,45.1300010681152,45.0800018310547,45.060001373291,45.3199996948242,45.5800018310547,45.8800010681152,46.9599990844727,44.7799987792969,45.3199996948242,45.8600006103516,46.3899993896484,46.4099998474121,46.3699989318848,..
Algeria,DZA,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.1,..,..,..,..,..,..,42.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.2,..,..,..,..,..,..,..,..,..
Algeria,DZA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.4,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.70122177940937,-3.36653381394014,-1.36167464717741,2.89566946149191,2.81980742778542,11.1747609734898,25.7548845470693,-15.4185022026432,-0.639031234748671,17.3495685952265,2.35560228884432,-0.781491478067849,1.5339084591421,1.44774890365578,-1.92710212919523,3.38892288861689,..,..
American Samoa,ASM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,623365638.76652,628440528.634361,631823788.546256,629286343.612335,603066079.295154,614907488.986784,598837004.405286,573462555.066079,576000000,577691629.955947,552317180.61674,537092511.013216,542167400.881057,549779735.682819,534555066.079295,503259911.894273,514255506.60793,..,..
American Samoa,ASM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10551.212572216,10561.3156869179,10586.6823368619,10565.2319198874,10202.9553063961,10535.5519401488,10416.0057817659,10117.0113625969,10271.2245225485,10360.5091546826,9921.80610804858,9640.34446203249,9717.82905631836,9850.56503409338,9589.9798367323,9048.18252237097,9271.71200951825,..,..
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,514000000,527000000,512000000,503000000,496000000,520000000,563000000,678000000,576000000,574000000,644000000,641000000,642000000,661000000,652000000,602000000,636000000,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8700.06770480704,8856.54745899435,8578.94472277609,8444.98169974145,8391.56106721708,8909.44915617236,9792.66680581646,11961.2582255703,10271.2245225485,10294.3022651052,11568.7930012395,11505.3937142139,11507.2323493037,11843.3311832581,11696.9555623329,10823.4448040273,11466.6907058505,..,..
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.814111261872455,0.538358008075377,-0.401606425702823,-4.16666666666666,1.96353436185133,-2.61348005502063,-4.23728813559322,0.442477876106182,0.293685756240819,-4.39238653001463,-2.75650842266462,0.944881889763778,1.40405616224648,-2.76923076923077,-5.85443037974683,2.18487394957982,..,..
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0957531149405924,0.240184563135955,-0.202616988891734,-3.42895088568189,3.25980682816665,-1.13469288616294,-2.87052854456408,1.52429560889686,0.869269598167648,-4.23437728864654,-2.83679849163519,0.803753378222453,1.36590155070407,-2.64538324917581,-5.64961891041834,2.47043521275813,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,27984,28567,29100,29596,30052,30456,30838,31269,31845,32646,33701,34968,36412,37946,39519,41119,42740,44343,45894,47347,48685,49896,51020,52095,53161,54211,55221,56171,57053,57821,58494,59080,59504,59681,59562,59107,58365,57492,56683,56079,55759,55667,55713,55791,55812,55741,55620,55465,55312,..
American Samoa,ASM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
